encoder__Undergraduate Major_Arts,encoder__Undergraduate Major_Business,encoder__Undergraduate Major_Economics,encoder__Undergraduate Major_Engineering,encoder__Undergraduate Major_Science,encoder__Current Job Title_Analyst,encoder__Current Job Title_Consultant,encoder__Current Job Title_Engineer,encoder__Current Job Title_Entrepreneur,encoder__Current Job Title_Manager,encoder__MBA Funding Source_Employer,encoder__MBA Funding Source_Loan,encoder__MBA Funding Source_Scholarship,encoder__MBA Funding Source_Self-funded,encoder__Desired Post-MBA Role_Consultant,encoder__Desired Post-MBA Role_Executive,encoder__Desired Post-MBA Role_Finance Manager,encoder__Desired Post-MBA Role_Marketing Director,encoder__Desired Post-MBA Role_Startup Founder,encoder__Reason for MBA_Career Growth,encoder__Reason for MBA_Entrepreneurship,encoder__Reason for MBA_Networking,encoder__Reason for MBA_Skill Enhancement,remainder__Age,remainder__Undergraduate GPA,remainder__Years of Work Experience,remainder__Annual Salary (Before MBA),remainder__GRE/GMAT Score,remainder__Undergrad University Ranking,remainder__Entrepreneurial Interest,remainder__Networking Importance,remainder__Expected Post-MBA Salary,remainder__Gender,remainder__Has Management Experience,remainder__Location Preference (Post-MBA),remainder__Online vs. On-Campus MBA,remainder__Decided to Pursue MBA?
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.1147625365106921,-1.729111464729585,1.211420508482134,-0.23971757523162845,-1.4010673497027328,1.5252663139828144,0.12459513445071464,0.06870551959628436,-0.16265556053611163,0.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.6136685654668386,-0.4910562798254184,-0.18643959073279057,-0.6516906276514324,0.9525309805941309,-0.8078761017712199,0.7820484310525554,-1.3221726817568253,1.1075312080983353,0.0,1.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3734726100225064,1.2701208141931852,1.211420508482134,-0.6478219728254412,-1.2175879099752893,-0.4006115972461074,1.5168491743134362,-0.008565491589999577,-0.4044504470078605,1.0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.3628017275995585,-1.6419244798771793,-1.5842996899477149,1.566634736120187,0.6172064872991476,-1.5602800169108346,-0.4168369921625657,-0.5494625698939868,-1.5168399415247418,1.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8695509922002392,-1.7116740677591042,1.5608855332858649,0.5168752490874724,1.4839886680805194,-0.7388482196483195,1.362154280995356,-1.592621220908819,0.45370463193496624,0.0,1.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12543341893364,-0.7526172343826366,0.8619554836784027,0.26471632752936536,-0.3128444658020324,0.034264060128165255,-0.8035742254577662,-1.1676306593842576,0.9534042108842223,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6215118011113728,1.4619321808684784,-1.2348346651439839,-0.7046525122192521,0.10472943150870148,1.4769467964967842,0.7820484310525554,-0.8585466146391223,-1.457573590989796,1.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.1147625365106921,1.4096199899570343,0.8619554836784027,1.2057279274034671,-1.6857768251418697,1.3941133379493036,1.594196620972476,-0.9358176258254061,1.6407805665274733,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3656293743779722,0.08437782020046199,-0.5359046155365217,1.000302356143334,1.4903155453125003,1.5114607375582343,0.5113323677459151,0.339154058748278,-0.6253321449491983,1.0,0.0,1.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1175901832891058,0.20643959899383027,-1.2348346651439839,-0.9168869159731298,-1.3377985773829248,-1.166821088810302,-0.4168369921625657,-1.592621220908819,-0.8097820338958625,1.0,1.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.6186841543329593,-0.5782432646778242,-1.2348346651439839,-0.14946185814125354,1.3890855096008072,-0.16591679802824597,-1.4610275220596067,-0.20174301955570925,-1.5386645410982922,1.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.37064496324409285,-0.8746790131760048,0.16302543407094053,-0.8241552597941205,-1.4390286130946177,-1.0977932066874017,-1.0356165654348866,1.073228665017975,0.7562930982571915,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6215118011113728,1.1131842414588538,-0.8853696403402528,-0.24501763234323642,-0.6861302224889007,-0.7388482196483195,0.8207221543820753,-0.7426400978596963,0.04406231714022462,0.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.37064496324409285,-1.3629261283494793,1.5608855332858649,-0.7720444792880189,0.42107329310774233,0.42082020001640763,1.7102177909610363,0.339154058748278,0.7593475568882527,1.0,0.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.8667233454218257,-0.037683958592906276,-0.8853696403402528,-0.9441609324963678,0.5982258556032052,-0.20733352730198623,1.2074593876772757,1.4595837209493943,-0.8299808732302996,1.0,1.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.1147625365106921,0.48543795052153005,1.211420508482134,0.11646947459738222,-0.31917134303401323,-0.13140285696679577,1.0140907710296754,0.9959576538316907,0.7505290392276083,1.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.8667233454218257,-1.3629261283494793,-0.18643959073279057,1.6339106435441744,1.0664147707697855,-1.6085995343968649,-1.654396138707207,1.1504996762042585,1.3927782318700195,0.0,1.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.610840918688425,0.08437782020046199,0.5124904588746716,0.26726963971451956,0.6298602417631093,1.0696822919716715,0.8207221543820753,-0.24037852514885105,0.44340815042058246,0.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.8667233454218257,0.2936265838462368,-0.18643959073279057,1.669695700684593,-0.0787500082187422,-0.656014761100839,1.1301119410182359,-1.4380791985362513,-0.9875071873080129,1.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.610840918688425,0.8516232869016356,-1.2348346651439839,1.6259025280543724,-0.8189946443604977,-0.6422091846762589,-0.6102056088101661,-0.04720099718314138,0.1447116555798707,1.0,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.1175901832891058,-0.9095538071169673,0.8619554836784027,-1.2193770368173824,-0.9328784345361525,1.5942941961057149,1.7488915142905563,-1.476714704129393,1.3482915198724665,2.0,0.0,1.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.610840918688425,-0.7003050434711933,1.211420508482134,1.4732454086207594,-0.04711562205883812,1.3665021851001435,-1.615722415377687,-0.008565491589999577,0.43079619220200716,1.0,1.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6215118011113728,0.25875178990527437,-1.2348346651439839,0.3618195636617447,0.5602645922113203,-0.3522920797600771,-0.3781632688330458,-0.008565491589999577,0.8990890392593032,1.0,1.0,1.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.6136685654668386,1.7060557384552157,-1.2348346651439839,1.1527660428356477,1.3068361055850566,-1.2634601237823626,-0.9969428421053664,1.1118641706111168,0.6474903258910837,1.0,1.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.37064496324409285,-0.9793033949988923,-0.5359046155365217,-1.691894537263949,-0.4140745015137255,-0.5455701497041983,1.6715440676315165,0.1459765307825683,0.7222506641593964,1.0,0.0,1.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.6186841543329593,1.7060557384552157,0.8619554836784027,-1.675530127350006,-0.3381519747299557,-0.6215008200393888,0.5886798144049552,-1.3994436929431093,0.46370552067860216,1.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6136685654668386,0.7644363020492299,-0.18643959073279057,0.5503777998805564,0.16799820382850966,-0.6974314903745792,-0.26214209884448575,-0.16310751396256745,0.9312593858090286,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8695509922002392,1.1480590353998161,-0.18643959073279057,1.0534576734524532,-0.10405751714666547,-0.3522920797600771,1.6715440676315165,0.8027801258659809,1.2355228778321583,0.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.8667233454218257,-1.4152383192609228,0.5124904588746716,0.02439548973879143,-1.4073942269347137,0.46913971750243794,-1.499701245389127,-1.3994436929431093,0.341502542705258,1.0,0.0,1.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3656293743779722,-0.6828676465007116,-0.5359046155365217,-0.09038749894836776,-1.3504523318468864,-0.8561956192572502,-0.9582691187758463,-0.04720099718314138,-1.5710319494951828,0.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8695509922002392,-1.5198627010838102,1.211420508482134,-0.28765020852565953,1.325816737280999,-1.0356681127767913,-0.26214209884448575,-0.008565491589999577,-0.35188419927653286,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.1147625365106921,-0.4387440889139743,-0.5359046155365217,-1.0556555645814345,0.8070128042585721,1.3319882440386932,-1.3063326287415267,1.498219226542536,-1.3456670945308358,1.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.610840918688425,1.6886183414847342,0.8619554836784027,1.2161732954336435,1.0600878935378049,1.6495165018040352,1.7488915142905563,0.9573221482385489,-0.2564077343249743,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.37064496324409285,-1.3629261283494793,-0.8853696403402528,-0.7931673346379309,0.2692282395402027,0.81427912811694,0.2792900277687949,-0.8971821202322641,0.4825741925446738,0.0,0.0,1.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.3628017275995585,0.22387699596431188,0.16302543407094053,1.4964573375767067,0.9208965944342269,-1.2496545473577827,-1.1516377354234466,1.073228665017975,-1.4972076550009048,1.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12543341893364,-1.7116740677591042,-1.5842996899477149,0.5112656995897852,0.7817052953306489,0.8556958573906803,-0.8809216721168062,-0.24037852514885105,1.223699167002244,1.0,1.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6215118011113728,0.7644363020492299,0.5124904588746716,-1.3052224874061273,-1.1732997693514235,0.14470867152480593,-0.3394895455035259,-0.008565491589999577,0.5748730352106929,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6186841543329593,-1.0490529828808173,0.5124904588746716,1.7206845712911571,1.3954123868327881,0.21373655364770636,0.7820484310525554,-0.4721915587077029,-0.9995279599850925,0.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.12260577215522644,-1.2757391434970737,-1.2348346651439839,1.4940974581328519,0.44005392480368477,1.3734049733124334,-0.687553055469206,-1.4380791985362513,-0.5366789464557362,0.0,1.0,1.0,1.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6215118011113728,-0.5608058677073433,-0.18643959073279057,1.3693720265428955,1.0031459984499775,1.124904597669992,-0.687553055469206,1.6913967545082458,0.3907433717656722,1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1175901832891058,0.956247668724523,-0.5359046155365217,1.287279171135362,1.5978724582561743,-0.7250426432237395,0.43398492108687486,-1.4380791985362513,0.5170600157985907,1.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.3628017275995585,-1.3629261283494793,1.5608855332858649,0.30525983010575325,0.572918346675282,0.12400030688793581,-1.5770486920481672,-1.4380791985362513,-1.3156151628381367,1.0,1.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3656293743779722,-0.926991204087449,1.211420508482134,-0.8995940289009491,0.7880321725626297,-0.31087535048633685,0.7433747077230355,-1.3221726817568253,-0.38900572473628486,1.0,1.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.12543341893364,-1.6942366707886225,-1.2348346651439839,1.5678340191162445,-0.5089776599934377,0.11019473046335572,0.1632688577802349,-0.7812756034528383,-0.14455050332780525,0.0,1.0,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.3628017275995585,1.6537435475437716,-0.8853696403402528,-1.0953866496443643,-0.2622294479461859,0.7866679752677799,-0.22346837551496548,0.1459765307825683,0.16119095254906385,1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.8667233454218257,0.3285013777871993,-1.5842996899477149,0.49586845338234015,-1.3377985773829248,1.2698631501280828,-0.3781632688330458,0.9573221482385489,0.10520075522324018,1.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.610840918688425,0.7818736990197107,1.5608855332858649,-0.6444949296750887,1.2815285966571335,-0.42131996188297755,-0.9582691187758463,0.918686642645407,1.5502306477550458,0.0,0.0,1.0,0.0,1.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6186841543329593,0.5377501414329734,-0.18643959073279057,-0.1458640091530817,0.8196665587225338,0.19993097722312628,-0.8809216721168062,-0.008565491589999577,0.7218072750032746,1.0,0.0,1.0,1.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3734726100225064,-1.2234269525856296,-0.8853696403402528,-0.5973747138945158,-0.91389780284021,-1.159918300598012,0.008573964462154601,1.1891351817974003,0.01691704769321288,1.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.610840918688425,0.34593877475768015,-0.5359046155365217,-0.7596260972965871,1.02212663014592,1.3319882440386932,-1.0356165654348866,-1.6698922320951028,-0.35658905087760295,0.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3734726100225064,-1.2757391434970737,-0.5359046155365217,0.3328046524668107,-0.2305950617862818,1.2422519972789228,0.2406163044392747,-1.592621220908819,0.15840745395785485,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8695509922002392,-0.3341197070910877,0.16302543407094053,0.6139397986715919,-0.8569559077523826,0.8487930691783903,0.5113323677459151,0.4936960811208455,-0.42716182489365434,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12543341893364,0.25875178990527437,1.5608855332858649,-1.682145527102451,1.7370637573597523,0.7383484577817496,-0.1461209288559257,-0.12447200836942532,-0.6237063847100851,1.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.37064496324409285,0.22387699596431188,0.5124904588746716,-0.2888494915217168,0.3704582752518958,1.3595993968878535,-1.3450063520710467,-0.008565491589999577,-1.5107063915317238,0.0,0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.12260577215522644,-1.3106139374380354,0.5124904588746716,0.3673904266111721,-1.1669728921194427,-0.4627366911567178,1.5168491743134362,-0.974453131418548,-0.35294340670504604,0.0,0.0,1.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.1147625365106921,-1.6070496859362167,0.8619554836784027,1.5179670584092178,-0.8189946443604977,-0.9114179249555705,1.1687856643477557,1.1504996762042585,-1.1437525993791522,1.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.6136685654668386,1.0608720505474105,-0.8853696403402528,-0.4346977784615854,0.40841953864378067,-0.21423631551427627,1.594196620972476,-0.008565491589999577,-1.3762855790341348,1.0,1.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.610840918688425,0.7993110959901922,-0.18643959073279057,1.3683661762881376,-0.4899970282974953,-0.3660976561846572,-0.45551071549208594,-1.01308863701169,0.6353217568286301,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.6186841543329593,-1.4501131132018852,1.5608855332858649,-0.6126559004571811,1.2562210877292102,-1.5671828051231247,-1.615722415377687,-1.2835371761636833,-0.0557987739107605,1.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.6136685654668386,-1.2931765404675546,0.16302543407094053,0.3092832311247841,1.1360104203215746,1.0351683509102214,-0.22346837551496548,1.7300322601013876,-1.5024297939507838,0.0,1.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1175901832891058,1.3921825929865534,0.16302543407094053,1.726062001499285,0.5223033288194354,0.23444491828457648,-0.10744720552640545,0.7641446202728391,0.18005962441513554,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1175901832891058,0.956247668724523,0.8619554836784027,1.293430332308688,-0.015481235898934036,-0.8700011956818303,0.7433747077230355,0.10734102518942616,-0.8746153816132263,1.0,0.0,0.0,1.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.3628017275995585,1.7409305323961783,-0.18643959073279057,0.09542399234399004,1.4270467729926921,-1.4567381937264838,0.8207221543820753,0.2232475419688519,1.4754703094867332,1.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6136685654668386,-0.8398042192350431,-0.18643959073279057,-1.187460634502955,-1.2998373139910397,-1.6845302047320554,-0.26214209884448575,-1.3608081873499673,0.5342043965019666,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.6186841543329593,-0.020246561622425423,-1.5842996899477149,-0.45814182670709214,-1.6857768251418697,-1.3808075233912935,1.6715440676315165,0.7641446202728391,-0.7390121980326458,1.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12543341893364,-0.9095538071169673,-1.5842996899477149,1.0413874703953607,-1.7237380885337545,-0.7388482196483195,-1.3450063520710467,1.4595837209493943,-1.4505286299536388,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8695509922002392,0.45056315658056756,0.16302543407094053,1.7219999139319941,-0.04078874482685731,-0.40751438545839747,1.4008280043248758,1.38231270976311,0.24775036891639532,0.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3734726100225064,-1.328051334408517,1.5608855332858649,1.518740789374416,0.4843420654275505,-0.15211122160366589,0.9367433243706357,0.9959576538316907,0.21917640107743558,0.0,0.0,0.0,1.0,0.0
